n_heads	head_dim	LSTM_dim	attn_dim	fc_dim	train	val_all	val_low	val_high
2	12	50	50	128	0.7437166832124347	0.7497561688681346	0.8034031988058549	0.6831912642588008
2	24	50	50	128	0.8385591073234094	0.8008493135217313	0.8731728600450348	0.7103905808328652
2	50	50	50	128	0.8286064687440224	0.7937881872653225	0.8573461241849399	0.710055549144475
2	100	50	50	128	0.8880855584394479	0.8115239923295787	0.8934824824817145	0.7027460413575907
3	12	50	50	128	0.8690430029250881	0.8038528266498709	0.8600312485365781	0.7153993809184158
3	24	50	50	128	0.863556753068542	0.8039246109387804	0.8808479340533243	0.7007994530758489
3	50	50	50	128	0.8969556566573124	0.834908157140078	0.9096739197263987	0.7231923938763024
3	100	50	50	128	0.8760472873287779	0.825962946347719	0.8997329781577594	0.736310557530341
4	12	50	50	128	0.8149245298599345	0.775326948946132	0.8424312467131589	0.6850262180094011
4	24	50	50	128	0.8117891466284399	0.7706007083915606	0.8315497031759949	0.6846456688883747
4	50	50	50	128	0.8133064528656212	0.7837332063895778	0.8615786546897507	0.6928875865236915
4	100	50	50	128	0.864185049124351	0.8069768550879053	0.8668901099674817	0.6971756120202728
2	12	50	100	128	0.8657993866916052	0.8149958572137188	0.8932125646190953	0.7231464262819866
2	24	50	100	128	0.8690103625106137	0.8023367052908323	0.8746329852613324	0.7153502833837594
2	50	50	100	128	0.8482871442462362	0.8129128838296729	0.89121021093925	0.7126491809491142
time (min)	n_heads	head_dim	LSTM_dim	attn_dim	fc_dim	train	val_all	val_low	val_high
13	2	100	50	100	128	0.8097322777753416	0.772172684020492	0.8314627518052925	0.694428571492423
9	3	12	50	100	128	0.756122072703648	0.7450805063808659	0.8012594103053553	0.6761940972841428
9	3	24	50	100	128	0.767923353916152	0.7569884992876241	0.8181825250535092	0.6802634155900299
16	3	50	50	100	128	0.8112834882995313	0.7804204010891136	0.8420961778438139	0.6928205503239419
4	3	100	50	100	128	0.7340289124982285	0.7402001171937836	0.8056841759457188	0.663943279056484
18	4	12	50	100	128	0.8945614809899606	0.8199178733900364	0.9023739377012964	0.6879487340716709
13	4	24	50	100	128	0.8031363993567014	0.7753837182130976	0.8539056348695179	0.6551510046588614
12	4	50	50	100	128	0.8950955299577603	0.8341911785343499	0.9110688307294914	0.7181162379171944
12	4	100	50	100	128	0.8432752551257602	0.8024283991861396	0.878443701488904	0.7052032036871251
13	2	12	50	150	128	0.7880712242108403	0.7690065456056296	0.8361626773476865	0.682764728917624
12	2	24	50	150	128	0.8350886414128545	0.7988187260746291	0.8693478589443563	0.7127617385376549
16	2	50	50	150	128	0.8993718701877419	0.825299581190437	0.8904974332742449	0.7193824814128813
13	2	100	50	150	128	0.8276965559798914	0.7791013194730777	0.8529400476735836	0.6689794933434494
16	3	12	50	150	128	0.792518003038369	0.7774178022199548	0.8449880009293186	0.6790991737626264
5	3	24	50	150	128	0.7545709785425936	0.7282993599140586	0.7954335685776867	0.6540277167210565
12	3	50	50	150	128	0.8309812143285951	0.7806525868498161	0.8556743857203957	0.6619108899500379
15	3	100	50	150	128	0.8589845121226106	0.8006788063434139	0.8631788070815525	0.6954587826766669
17	4	12	50	150	128	0.8313758933564398	0.7908459727856383	0.8660754933070468	0.6728015420905445
12	4	24	50	150	128	0.8657299798622141	0.8120715193580665	0.8831415817402503	0.7118411390770666
12	4	50	50	150	128	0.8409619113927078	0.8067358949934299	0.8730477431112309	0.6949554544346509
13	4	100	50	150	128	0.8401355057934123	0.8066828146845102	0.875386711670948	0.704461192597072
2	2	12	100	100	128	0.6431559929161654	0.6833730160817245	0.7136963860426888	0.6703918104673563
9	2	24	100	100	128	0.9080701607851467	0.8312060064526545	0.9018357368131903	0.7150732849464562
13	2	50	100	100	128	0.9166546619312369	0.8129306689171566	0.8743796484220964	0.7034650224538991
9	2	100	100	100	128	0.6979216981380928	0.7195732657805309	0.7678441009003463	0.6503580622385755
6	3	12	100	100	128	0.7704441218136783	0.7677874243058015	0.8180048681397204	0.6823080186125243
8	3	24	100	100	128	0.904972108252639	0.8233529453998364	0.8941806304862655	0.7083964140113691
12	3	50	100	100	128	0.9229491164749408	0.8229042033119307	0.8901232331999954	0.6998096011147809
9	3	100	100	100	128	0.8308352285407302	0.774057425942672	0.847693265407095	0.6570534327853377
4	4	12	100	100	128	0.7059839784413117	0.7269194859916421	0.7724556194253244	0.6726874508493998
7	4	24	100	100	128	0.848089604652429	0.7975775449791246	0.8595377664010787	0.7036158657633524
12	4	50	100	100	128	0.6362392039201754	0.6771783245470941	0.6984863727072543	0.658991429925065
18	4	100	100	100	128	0.9171754762449777	0.8220779377689418	0.8878056466616917	0.7051729312373843
12	2	12	100	150	128	0.9051603480823083	0.8165167634312636	0.8670907407236511	0.6953822454831305
15	2	24	100	150	128	0.8637978278873936	0.7963921276099694	0.873145491817361	0.6560004265003091
15	2	50	100	150	128	0.8349662418202298	0.8030382655234323	0.8821331711245162	0.673101956973715
15	2	100	100	150	128	0.9064338416601224	0.8386351782139269	0.9107014059129276	0.7235255018904305
maybe trouble with test set after here
11	3	12	100	150	128	0.8512854043332492	0.7762442538373395	0.8255530725400172	0.6771890537232517
11	3	24	100	150	128	0.821807589870523	0.7709102333244945	0.8385461106999669	0.6627777660034408
9	3	50	100	150	128	0.9060328095705044	0.8288666563356846	0.8953669650407345	0.7218328208116657
3	3	100	100	150	128	0.640621123491874	0.6860584685865369	0.7153330553298899	0.6597538487215383
9	4	12	100	150	128	0.8844251562477778	0.8112662665072263	0.8871599907235851	0.7086572555731349
12	4	24	100	150	128	0.8965352056662141	0.8178105339270556	0.882552283604363	0.7184297594679372
8	4	50	100	150	128	0.8523013105646982	0.8041881240532709	0.8758286297214106	0.6943936648296983
22	4	100	100	150	128	0.85890621148133	0.8118100339400239	0.8404751139244342	0.6990775207182546
11	2	12	150	100	128	0.8794298701775385	0.8118431462222904	0.8784081018059468	0.6979366940883319
6	2	24	150	100	128	0.8378721485232937	0.7747856168309869	0.8398679436393736	0.6746993638815486
9	2	50	150	100	128	0.8502711474265252	0.7861197640812122	0.8533392544554103	0.691681197409633
9	2	100	150	100	128	0.8499966351552533	0.7894341027875551	0.8568026304872747	0.6922857931621393
8	3	12	150	100	128	0.7890476270343514	0.74866992455241	0.7924227035034648	0.6643619639457807
9	3	24	150	100	128	0.9414423129470276	0.8368372970771167	0.8829939066898664	0.7159988787868418
10	3	50	150	100	128	0.8430930948832956	0.7918219182545978	0.8509587197246878	0.6847643940253095
12	3	100	150	100	128	0.8541251288316823	0.7870088112837252	0.8522568115633974	0.6736172812173788
6	4	12	150	100	128	0.8528405175845443	0.79615020815978	0.8670685571544371	0.6843460622917044
10	4	24	150	100	128	0.9549154244066466	0.837974948727019	0.8934421014892034	0.7116533237508297
11	4	50	150	100	128	0.903772877130375	0.7868032422976272	0.8354165089307679	0.6653804067591673
7	4	100	150	100	128	0.6884099497710953	0.7247074260641625	0.7503747773520375	0.6382676534904799
12	2	12	150	150	128	0.8968167298138948	0.8008743576630774	0.8695748706824101	0.6818138928885754
9	2	24	150	150	128	0.8259913382291478	0.7430235279581999	0.7968434494988056	0.6536937880491765
8	2	50	150	150	128	0.8630586895753497	0.7849772312851659	0.8315581856159574	0.657173066525991
10	2	100	150	150	128	0.865372291143955	0.7946277993232429	0.8546074617832744	0.655409481949108
9	3	12	150	150	128	0.8188026193862009	0.7876877795501911	0.8561322507429906	0.6862072190552357
11	3	24	150	150	128	0.913813631257318	0.8185214023638745	0.8788822260210579	0.7009579353184056
8	3	50	150	150	128	0.8753591601275733	0.7976687606077205	0.846775936112739	0.6883890637544975
13	3	100	150	150	128	0.9084566285301306	0.7904365751833924	0.845950576394306	0.6692188729767409
11	4	12	150	150	128	0.9009900625003281	0.7965641346626439	0.8517842720475848	0.6772508752315077
10	4	24	150	150	128	0.8610630224832766	0.7887414128637099	0.8551442606468074	0.664316614861342
17	4	50	150	150	128	0.8500335204911591	0.7563800755644414	0.8127599823110525	0.6585402432275645
12	4	100	150	150	128	0.896806296013236	0.7800232370671079	0.8230201622041919	0.6576661231021164
11	2	12	250	100	128	0.9064823127434389	0.7783677792545958	0.8449307389323237	0.6391805587831613
11	2	24	250	100	128	0.8976483360159087	0.797872753406625	0.8499556334458935	0.6432359081713398
11	2	50	250	100	128	0.9084007497450967	0.7912880933740443	0.8463801703455651	0.6638195117685689
12	2	100	250	100	128	0.8702603773054731	0.7857639897149157	0.8477096452837322	0.6250644626015736
10	3	12	250	100	128	0.9040982082085128	0.7890291695736567	0.8329574226881725	0.6685969705324288
8	3	24	250	100	128	0.9389072635477411	0.7927724963139038	0.85274566272848	0.6684338934104906
12	3	50	250	100	128	0.9274723911100893	0.7909265818064752	0.8298897606018214	0.6532157819115578
11	3	100	250	100	128	0.7928506603215727	0.790469967537391	0.8735877219696331	0.6713083540698535
11	4	12	250	100	128	0.9291891237349116	0.7856725173960861	0.8116529782683679	0.6435654909553125
14	4	24	250	100	128	0.8185055684875026	0.7496892757007649	0.794099731549333	0.6471336381425236
12	4	50	250	100	128	0.8513555737458747	0.7833066547192272	0.8666479082822054	0.665808224930666
14	4	100	250	100	128	0.9170577585560107	0.777651022462637	0.813186261507596	0.6197395749039036
7	2	12	250	150	128	0.9340259235130521	0.7995975900379968	0.835432487361416	0.6948883885116166
8	2	24	250	150	128	0.9054757945895922	0.7884809371893058	0.8267354684164868	0.6626361950574396
12	2	50	250	150	128	0.88883723544682	0.7831382440206394	0.8382709967088794	0.6477371734810514
14	2	100	250	150	128	0.8393000552863008	0.7757830079054027	0.8250571104724642	0.6475261639598426
time (min)	n_heads	head_dim	LSTM_dim	attn_dim	fc_dim	train	val	test_all	test_low	test_high
9	3	12	250	150	128	0.8735892902226036	0.7483130625857077	0.7456496315459797	0.8058437862232741	0.7021370457329543
6	3	24	250	150	128	0.8912242324521624	0.7970513561742343	0.7913111275345668	0.8701253476834314	0.7073614234518264
9	3	50	250	150	128	0.8772441240714289	0.7963933058598163	0.7883632667866921	0.867876160280935	0.7101649836148972
11	3	100	250	150	128	0.8460015087028686	0.7902543547286771	0.7866996200773908	0.8564735436572244	0.7165952639876748
10	4	12	250	150	128	0.9416422804872895	0.7970843078533719	0.7936528434814379	0.8806896697824637	0.7130919727126421
9	4	24	250	150	128	0.8987584549751557	0.7916829660118674	0.7840888750980662	0.8612359631654362	0.7083833665230339
17	4	50	250	150	128	0.917093207809566	0.7688600615725533	0.7707949276358438	0.8515179292085552	0.7042089892082432
12	4	100	250	150	128	0.8604361215481127	0.7915426381752981	0.7927933580374802	0.8759785813362436	0.7167951671842926
